gid,landprice_lbl,landprice_val,경도,위도
占썬끉沅?9ba49ba,1004030.97,1004030.9699999900000000000000000000000,126.816551,37.543980
占썬끉沅?9ba49bb,1925916.87,1925916.8700000000000000000000000000000,126.816531,37.546233
占썬끉沅?9ba50aa,1135097.42,1135097.4200000000000000000000000000000,126.816510,37.548486
占썬끉沅?9ba50ab,1340723.79,1340723.7900000000000000000000000000000,126.816490,37.550739
占썬끉沅?9ba50ba,2595357.47,2595357.4700000000000000000000000000000,126.816469,37.552993
占썬끉沅?9ba50bb,2028139.28,2028139.2800000000000000000000000000000,126.816448,37.555246
占썬끉沅?9ba51aa,2388075.41,2388075.4100000000000000000000000000000,126.816428,37.557499
占썬끉沅?9ba51ab,3595291.23,3595291.2299999900000000000000000000000,126.816407,37.559752
占썬끉沅?9ba51ba,3789027.66,3789027.6600000000000000000000000000000,126.816387,37.562006
占썬끉沅?9ba51bb,3539176.01,3539176.0099999900000000000000000000000,126.816366,37.564259
占썬끉沅?9ba52aa,2793198.52,2793198.5200000000000000000000000000000,126.816346,37.566512
占썬끉沅?9ba52ab,3328640.49,3328640.4900000000000000000000000000000,126.816325,37.568765
占썬끉沅?9ba52ba,3154352.77,3154352.7700000000000000000000000000000,126.816304,37.571019
占썬끉沅?9ba52bb,3653778.40,3653778.3999999900000000000000000000000,126.816284,37.573272
占썬끉沅?9ba53aa,3485392.76,3485392.7599999900000000000000000000000,126.816263,37.575525
占썬끉沅?9ba53ab,2209614.24,2209614.2400000000000000000000000000000,126.816243,37.577778
占썬끉沅?9ba53ba,956013.81,956013.8100000000000000000000000000000,126.816222,37.580031
占썬끉沅?9ba53bb,118092.63,118092.6300000000000000000000000000000,126.816201,37.582285
占썬끉沅?9ba54aa,285936.89,285936.8900000000000000000000000000000,126.816181,37.584538
占썬끉沅?9ba54ab,122723.74,122723.7400000000000000000000000000000,126.816160,37.586791
占썬끉沅?9ba54ba,93326.33,93326.3300000000000000000000000000000,126.816139,37.589044
占썬끉沅?9ba54bb,68500.00,68500.0000000000000000000000000000000,126.816119,37.591298
占썬끉沅?9ba55aa,68500.00,68500.0000000000000000000000000000000,126.816098,37.593551
占썬끉沅?9ba55ab,,,126.816078,37.595804
占썬끉沅?9ba55ba,,,126.816057,37.598057
占썬끉沅?9bb49ab,1923000.02,1923000.0200000000000000000000000000000,126.819402,37.541743
占썬끉沅?9bb49ba,1922999.84,1922999.8400000000000000000000000000000,126.819381,37.543996
占썬끉沅?9bb49bb,1799745.96,1799745.9599999900000000000000000000000,126.819361,37.546249
占썬끉沅?9bb50aa,1645090.90,1645090.8999999900000000000000000000000,126.819340,37.548503
占썬끉沅?9bb50ab,2653140.14,2653140.1400000000000000000000000000000,126.819320,37.550756
占썬끉沅?9bb50ba,3757753.80,3757753.7999999900000000000000000000000,126.819299,37.553009
占썬끉沅?9bb50bb,2373108.33,2373108.3300000000000000000000000000000,126.819279,37.555262
占썬끉沅?9bb51aa,3794619.30,3794619.2999999900000000000000000000000,126.819258,37.557515
占썬끉沅?9bb51ab,,,126.819238,37.559769
占썬끉沅?9bb51ba,4746988.50,4746988.5000000000000000000000000000000,126.819217,37.562022
占썬끉沅?9bb51bb,4746999.33,4746999.3300000000000000000000000000000,126.819197,37.564275
占썬끉沅?9bb52aa,,,126.819176,37.566528
占썬끉沅?9bb52ab,,,126.819156,37.568782
占썬끉沅?9bb52ba,2988993.02,2988993.0200000000000000000000000000000,126.819135,37.571035
占썬끉沅?9bb52bb,3085083.22,3085083.2200000000000000000000000000000,126.819115,37.573288
占썬끉沅?9bb53aa,4132129.43,4132129.4300000000000000000000000000000,126.819094,37.575541
占썬끉沅?9bb53ab,1207446.60,1207446.6000000000000000000000000000000,126.819074,37.577795
占썬끉沅?9bb53ba,751413.52,751413.5200000000000000000000000000000,126.819053,37.580048
占썬끉沅?9bb53bb,244333.18,244333.1799999990000000000000000000000,126.819033,37.582301
占썬끉沅?9bb54aa,159009.35,159009.3500000000000000000000000000000,126.819012,37.584554
占썬끉沅?9bb54ab,104500.00,104500.0000000000000000000000000000000,126.818992,37.586807
占썬끉沅?9bb54ba,104500.00,104500.0000000000000000000000000000000,126.818971,37.589061
占썬끉沅?9bb54bb,,,126.818950,37.591314
占썬끉沅?9bb55aa,82604.03,82604.0299999999000000000000000000000,126.818930,37.593567
占썬끉沅?9bb55ab,,,126.818909,37.595820
占썬끉沅?0aa49ab,1745558.76,1745558.7600000000000000000000000000000,126.822231,37.541759
占썬끉沅?0aa49ba,1576006.85,1576006.8500000000000000000000000000000,126.822211,37.544012
占썬끉沅?0aa49bb,1882073.71,1882073.7099999900000000000000000000000,126.822191,37.546266
占썬끉沅?0aa50aa,3124105.25,3124105.2500000000000000000000000000000,126.822170,37.548519
占썬끉沅?0aa50ab,3719472.89,3719472.8900000000000000000000000000000,126.822150,37.550772
占썬끉沅?0aa50ba,3748694.77,3748694.7700000000000000000000000000000,126.822129,37.553025
占썬끉沅?0aa50bb,3849998.78,3849998.7799999900000000000000000000000,126.822109,37.555279
占썬끉沅?0aa51aa,1800881.18,1800881.1799999900000000000000000000000,126.822089,37.557532
占썬끉沅?0aa51ab,,,126.822068,37.559785
占썬끉沅?0aa51ba,,,126.822048,37.562038
占썬끉沅?0aa51bb,,,126.822027,37.564291
占썬끉沅?0aa52aa,,,126.822007,37.566545
占썬끉沅?0aa52ab,4150817.49,4150817.4900000000000000000000000000000,126.821986,37.568798
占썬끉沅?0aa52ba,3709228.50,3709228.5000000000000000000000000000000,126.821966,37.571051
占썬끉沅?0aa52bb,1927427.39,1927427.3899999900000000000000000000000,126.821946,37.573304
占썬끉沅?0aa53aa,367900.07,367900.0700000000000000000000000000000,126.821925,37.575558
占썬끉沅?0aa53ab,367900.08,367900.0800000000000000000000000000000,126.821905,37.577811
占썬끉沅?0aa53ba,367899.99,367899.9899999990000000000000000000000,126.821884,37.580064
占썬끉沅?0aa53bb,481607.46,481607.4600000000000000000000000000000,126.821864,37.582317
占썬끉沅?0aa54aa,104500.00,104500.0000000000000000000000000000000,126.821843,37.584571
占썬끉沅?0aa54ab,104500.01,104500.0099999990000000000000000000000,126.821823,37.586824
占썬끉沅?0aa54ba,104500.47,104500.4700000000000000000000000000000,126.821803,37.589077
占썬끉沅?0aa54bb,104499.99,104499.9900000000000000000000000000000,126.821782,37.591330
占썬끉沅?0ab49ab,1325277.42,1325277.4199999900000000000000000000000,126.825061,37.541775
占썬끉沅?0ab49ba,1642000.02,1642000.0200000000000000000000000000000,126.825041,37.544029
占썬끉沅?0ab49bb,1814866.61,1814866.6100000000000000000000000000000,126.825021,37.546282
占썬끉沅?0ab50aa,3091195.07,3091195.0699999900000000000000000000000,126.825000,37.548535
占썬끉沅?0ab50ab,3310335.97,3310335.9700000000000000000000000000000,126.824980,37.550788
占썬끉沅?0ab50ba,3594147.87,3594147.8700000000000000000000000000000,126.824960,37.553042
占썬끉沅?0ab50bb,1699491.79,1699491.7900000000000000000000000000000,126.824939,37.555295
占썬끉沅?0ab51aa,,,126.824919,37.557548
占썬끉沅?0ab51ab,,,126.824899,37.559801
占썬끉沅?0ab51ba,,,126.824878,37.562054
占썬끉沅?0ab51bb,,,126.824858,37.564308
占썬끉沅?0ab52aa,3431836.72,3431836.7200000000000000000000000000000,126.824838,37.566561
占썬끉沅?0ab52ab,3981570.64,3981570.6400000000000000000000000000000,126.824817,37.568814
占썬끉沅?0ab52ba,3916662.99,3916662.9900000000000000000000000000000,126.824797,37.571067
占썬끉沅?0ab52bb,371364.07,371364.0700000000000000000000000000000,126.824777,37.573321
占썬끉沅?0ab53aa,367900.09,367900.0900000000000000000000000000000,126.824756,37.575574
占썬끉沅?0ab53ab,367900.00,367900.0000000000000000000000000000000,126.824736,37.577827
占썬끉沅?0ab53ba,368247.05,368247.0499999990000000000000000000000,126.824716,37.580080
占썬끉沅?0ab53bb,162875.12,162875.1199999990000000000000000000000,126.824695,37.582334
占썬끉沅?0ab54aa,104499.99,104499.9900000000000000000000000000000,126.824675,37.584587
占썬끉沅?0ab54ab,104500.00,104500.0000000000000000000000000000000,126.824654,37.586840
占썬끉沅?0ab54ba,104500.01,104500.0099999990000000000000000000000,126.824634,37.589093
占썬끉沅?0ab54bb,,,126.824614,37.591346
占썬끉沅?0ba49bb,,,126.827850,37.546298
占썬끉沅?0ba50aa,1187100.05,1187100.0500000000000000000000000000000,126.827830,37.548551
占썬끉沅?0ba50ab,4041432.49,4041432.4900000000000000000000000000000,126.827810,37.550804
占썬끉沅?0ba50ba,3044700.11,3044700.1099999900000000000000000000000,126.827790,37.553058
占썬끉沅?0ba50bb,4183248.98,4183248.9799999900000000000000000000000,126.827770,37.555311
占썬끉沅?0ba51aa,1661000.34,1661000.3400000000000000000000000000000,126.827749,37.557564
占썬끉沅?0ba51ab,1660997.83,1660997.8300000000000000000000000000000,126.827729,37.559817
占썬끉沅?0ba51ba,,,126.827709,37.562071
占썬끉沅?0ba51bb,,,126.827689,37.564324
占썬끉沅?0ba52aa,,,126.827668,37.566577
占썬끉沅?0ba52ab,,,126.827648,37.568830
占썬끉沅?0ba52ba,,,126.827628,37.571084
占썬끉沅?0ba52bb,367899.95,367899.9500000000000000000000000000000,126.827608,37.573337
占썬끉沅?0ba53aa,367899.98,367899.9799999990000000000000000000000,126.827587,37.575590
占썬끉沅?0ba53ab,367900.48,367900.4799999990000000000000000000000,126.827567,37.577843
占썬끉沅?0ba53ba,356029.51,356029.5100000000000000000000000000000,126.827547,37.580096
占썬끉沅?0ba53bb,107978.10,107978.1000000000000000000000000000000,126.827526,37.582350
占썬끉沅?0ba54aa,104499.99,104499.9900000000000000000000000000000,126.827506,37.584603
占썬끉沅?0ba54ab,,,126.827486,37.586856
占썬끉沅?0ba54ba,,,126.827466,37.589109
占썬끉沅?0bb49ab,1949998.92,1949998.9199999900000000000000000000000,126.830721,37.541808
占썬끉沅?0bb49ba,4570332.62,4570332.6200000000000000000000000000000,126.830701,37.544061
占썬끉沅?0bb49bb,,,126.830680,37.546314
占썬끉沅?0bb50aa,1000791.80,1000791.8000000000000000000000000000000,126.830660,37.548567
占썬끉沅?0bb50ab,2363938.42,2363938.4199999900000000000000000000000,126.830640,37.550820
占썬끉沅?0bb50ba,3177444.89,3177444.8900000000000000000000000000000,126.830620,37.553074
占썬끉沅?0bb50bb,4022190.56,4022190.5600000000000000000000000000000,126.830600,37.555327
占썬끉沅?0bb51aa,,,126.830580,37.557580
占썬끉沅?0bb51ab,,,126.830559,37.559833
占썬끉沅?0bb51ba,,,126.830539,37.562087
占썬끉沅?0bb51bb,,,126.830519,37.564340
占썬끉沅?0bb52aa,,,126.830499,37.566593
占썬끉沅?0bb52ab,,,126.830479,37.568846
占썬끉沅?0bb52ba,,,126.830459,37.571100
占썬끉沅?0bb52bb,424126.86,424126.8599999990000000000000000000000,126.830438,37.573353
占썬끉沅?0bb53aa,367900.01,367900.0100000000000000000000000000000,126.830418,37.575606
占썬끉沅?0bb53ab,367899.99,367899.9899999990000000000000000000000,126.830398,37.577859
占썬끉沅?0bb53ba,181338.74,181338.7399999990000000000000000000000,126.830378,37.580113
占썬끉沅?0bb53bb,104500.00,104500.0000000000000000000000000000000,126.830358,37.582366
占썬끉沅?0bb54aa,104500.00,104500.0000000000000000000000000000000,126.830338,37.584619
占썬끉沅?0bb54ab,104499.99,104499.9900000000000000000000000000000,126.830317,37.586872
占썬끉沅?1aa48ba,2216075.54,2216075.5400000000000000000000000000000,126.833611,37.535064
占썬끉沅?1aa48bb,4144988.70,4144988.7000000000000000000000000000000,126.833591,37.537317
占썬끉沅?1aa49aa,3307214.68,3307214.6800000000000000000000000000000,126.833570,37.539570
占썬끉沅?1aa49ab,3023850.99,3023850.9900000000000000000000000000000,126.833550,37.541824
占썬끉沅?1aa49ba,2888991.27,2888991.2700000000000000000000000000000,126.833530,37.544077
占썬끉沅?1aa49bb,3476519.79,3476519.7900000000000000000000000000000,126.833510,37.546330
占썬끉沅?1aa50aa,3448703.33,3448703.3300000000000000000000000000000,126.833490,37.548583
占썬끉沅?1aa50ab,3102129.22,3102129.2200000000000000000000000000000,126.833470,37.550837
占썬끉沅?1aa50ba,2537147.50,2537147.5000000000000000000000000000000,126.833450,37.553090
占썬끉沅?1aa50bb,1511806.66,1511806.6599999900000000000000000000000,126.833430,37.555343
占썬끉沅?1aa51aa,,,126.833410,37.557596
占썬끉沅?1aa51ab,,,126.833390,37.559849
占썬끉沅?1aa51ba,,,126.833370,37.562103
占썬끉沅?1aa51bb,,,126.833350,37.564356
占썬끉沅?1aa52aa,,,126.833330,37.566609
占썬끉沅?1aa52ab,,,126.833310,37.568862
占썬끉沅?1aa52ba,,,126.833290,37.571116
占썬끉沅?1aa52bb,,,126.833269,37.573369
占썬끉沅?1aa53aa,367900.03,367900.0299999990000000000000000000000,126.833249,37.575622
占썬끉沅?1aa53ab,243235.56,243235.5599999990000000000000000000000,126.833229,37.577875
占썬끉沅?1aa53ba,273143.00,273143.0000000000000000000000000000000,126.833209,37.580129
占썬끉沅?1aa53bb,104500.00,104500.0000000000000000000000000000000,126.833189,37.582382
占썬끉沅?1aa54aa,,,126.833169,37.584635
占썬끉沅?1aa54ab,,,126.833149,37.586888
占썬끉沅?1ab48aa,3348296.33,3348296.3300000000000000000000000000000,126.836480,37.530573
占썬끉沅?1ab48ab,4622622.37,4622622.3700000000000000000000000000000,126.836460,37.532826
占썬끉沅?1ab48ba,3796533.59,3796533.5899999900000000000000000000000,126.836440,37.535080
占썬끉沅?1ab48bb,3434911.96,3434911.9599999900000000000000000000000,126.836420,37.537333
占썬끉沅?1ab49aa,4072186.28,4072186.2799999900000000000000000000000,126.836400,37.539586
占썬끉沅?1ab49ab,3564043.25,3564043.2500000000000000000000000000000,126.836380,37.541839
占썬끉沅?1ab49ba,3861649.12,3861649.1200000000000000000000000000000,126.836360,37.544093
占썬끉沅?1ab49bb,4692671.35,4692671.3499999900000000000000000000000,126.836340,37.546346
占썬끉沅?1ab50aa,5156894.97,5156894.9699999900000000000000000000000,126.836320,37.548599
占썬끉沅?1ab50ab,4258266.30,4258266.2999999900000000000000000000000,126.836300,37.550852
占썬끉沅?1ab50ba,4518570.93,4518570.9299999900000000000000000000000,126.836280,37.553106
占썬끉沅?1ab50bb,4298436.31,4298436.3099999900000000000000000000000,126.836260,37.555359
占썬끉沅?1ab51aa,5741259.48,5741259.4800000000000000000000000000000,126.836240,37.557612
占썬끉沅?1ab51ab,,,126.836220,37.559865
占썬끉沅?1ab51ba,,,126.836200,37.562119
占썬끉沅?1ab51bb,,,126.836180,37.564372
占썬끉沅?1ab52aa,,,126.836160,37.566625
占썬끉沅?1ab52ab,,,126.836140,37.568878
占썬끉沅?1ab52ba,367904.28,367904.2800000000000000000000000000000,126.836120,37.571132
占썬끉沅?1ab52bb,3315291.38,3315291.3799999900000000000000000000000,126.836100,37.573385
占썬끉沅?1ab53aa,3049605.77,3049605.7700000000000000000000000000000,126.836080,37.575638
占썬끉沅?1ab53ab,131463.40,131463.3999999990000000000000000000000,126.836060,37.577891
占썬끉沅?1ab53ba,104500.00,104500.0000000000000000000000000000000,126.836040,37.580145
占썬끉沅?1ab53bb,,,126.836020,37.582398
占썬끉沅?1ab54aa,,,126.836000,37.584651
占썬끉沅?1ba47ba,4881716.81,4881716.8099999900000000000000000000000,126.839349,37.526083
占썬끉沅?1ba47bb,4782475.86,4782475.8600000000000000000000000000000,126.839329,37.528336
占썬끉沅?1ba48aa,3752634.58,3752634.5800000000000000000000000000000,126.839309,37.530589
占썬끉沅?1ba48ab,3857764.82,3857764.8199999900000000000000000000000,126.839289,37.532842
占썬끉沅?1ba48ba,3542062.69,3542062.6899999900000000000000000000000,126.839270,37.535096
占썬끉沅?1ba48bb,3358277.51,3358277.5099999900000000000000000000000,126.839250,37.537349
占썬끉沅?1ba49aa,3722108.15,3722108.1499999900000000000000000000000,126.839230,37.539602
占썬끉沅?1ba49ab,7047494.57,7047494.5700000000000000000000000000000,126.839210,37.541855
占썬끉沅?1ba49ba,4521993.54,4521993.5400000000000000000000000000000,126.839190,37.544109
占썬끉沅?1ba49bb,5870863.76,5870863.7599999900000000000000000000000,126.839170,37.546362
占썬끉沅?1ba50aa,5595196.01,5595196.0099999900000000000000000000000,126.839150,37.548615
占썬끉沅?1ba50ab,3212874.56,3212874.5600000000000000000000000000000,126.839130,37.550868
占썬끉沅?1ba50ba,3631348.22,3631348.2200000000000000000000000000000,126.839110,37.553122
占썬끉沅?1ba50bb,5517391.15,5517391.1500000000000000000000000000000,126.839091,37.555375
占썬끉沅?1ba51aa,5732632.46,5732632.4599999900000000000000000000000,126.839071,37.557628
占썬끉沅?1ba51ab,7454924.09,7454924.0899999900000000000000000000000,126.839051,37.559881
占썬끉沅?1ba51ba,6506035.64,6506035.6399999900000000000000000000000,126.839031,37.562135
占썬끉沅?1ba51bb,3212369.55,3212369.5499999900000000000000000000000,126.839011,37.564388
占썬끉沅?1ba52aa,,,126.838991,37.566641
占썬끉沅?1ba52ab,3043099.96,3043099.9599999900000000000000000000000,126.838971,37.568894
占썬끉沅?1ba52ba,4264472.98,4264472.9800000000000000000000000000000,126.838951,37.571148
占썬끉沅?1ba52bb,1081004.85,1081004.8500000000000000000000000000000,126.838931,37.573401
占썬끉沅?1ba53aa,2962184.16,2962184.1600000000000000000000000000000,126.838911,37.575654
占썬끉沅?1ba53ab,115531.91,115531.9100000000000000000000000000000,126.838891,37.577907
占썬끉沅?1ba53ba,104500.00,104500.0000000000000000000000000000000,126.838872,37.580160
占썬끉沅?1ba53bb,,,126.838852,37.582414
占썬끉沅?1bb47ba,3864746.10,3864746.1000000000000000000000000000000,126.842178,37.526098
占썬끉沅?1bb47bb,4010578.17,4010578.1699999900000000000000000000000,126.842158,37.528352
占썬끉沅?1bb48aa,3768122.86,3768122.8599999900000000000000000000000,126.842139,37.530605
占썬끉沅?1bb48ab,3412745.72,3412745.7200000000000000000000000000000,126.842119,37.532858
占썬끉沅?1bb48ba,3209930.62,3209930.6200000000000000000000000000000,126.842099,37.535111
占썬끉沅?1bb48bb,2896089.38,2896089.3799999900000000000000000000000,126.842079,37.537365
占썬끉沅?1bb49aa,3649335.01,3649335.0099999900000000000000000000000,126.842060,37.539618
占썬끉沅?1bb49ab,5221656.28,5221656.2800000000000000000000000000000,126.842040,37.541871
占썬끉沅?1bb49ba,3818976.41,3818976.4100000000000000000000000000000,126.842020,37.544124
占썬끉沅?1bb49bb,3162565.75,3162565.7500000000000000000000000000000,126.842000,37.546378
占썬끉沅?1bb50aa,2634346.29,2634346.2900000000000000000000000000000,126.841980,37.548631
占썬끉沅?1bb50ab,143402.06,143402.0599999990000000000000000000000,126.841960,37.550884
占썬끉沅?1bb50ba,2041639.18,2041639.1799999900000000000000000000000,126.841941,37.553137
占썬끉沅?1bb50bb,3583522.22,3583522.2200000000000000000000000000000,126.841921,37.555391
占썬끉沅?1bb51aa,5740753.74,5740753.7400000000000000000000000000000,126.841901,37.557644
占썬끉沅?1bb51ab,4638476.13,4638476.1299999900000000000000000000000,126.841881,37.559897
占썬끉沅?1bb51ba,5926531.80,5926531.7999999900000000000000000000000,126.841861,37.562150
占썬끉沅?1bb51bb,5858025.20,5858025.2000000000000000000000000000000,126.841842,37.564404
占썬끉沅?1bb52aa,6663199.40,6663199.4000000000000000000000000000000,126.841822,37.566657
占썬끉沅?1bb52ab,4784246.10,4784246.0999999900000000000000000000000,126.841802,37.568910
占썬끉沅?1bb52ba,4663404.53,4663404.5300000000000000000000000000000,126.841782,37.571163
占썬끉沅?1bb52bb,1043460.19,1043460.1899999900000000000000000000000,126.841762,37.573417
占썬끉沅?1bb53aa,155508.80,155508.7999999990000000000000000000000,126.841742,37.575670
占썬끉沅?1bb53ab,85700.01,85700.0099999999000000000000000000000,126.841723,37.577923
占썬끉沅?1bb53ba,,,126.841703,37.580176
占썬끉沅?2aa47ba,1525064.95,1525064.9499999900000000000000000000000,126.845007,37.526114
占썬끉沅?2aa47bb,4352079.74,4352079.7400000000000000000000000000000,126.844988,37.528367
占썬끉沅?2aa48aa,4209800.84,4209800.8399999900000000000000000000000,126.844968,37.530621
占썬끉沅?2aa48ab,3793111.46,3793111.4599999900000000000000000000000,126.844948,37.532874
占썬끉沅?2aa48ba,3248949.25,3248949.2500000000000000000000000000000,126.844929,37.535127
占썬끉沅?2aa48bb,1636849.11,1636849.1100000000000000000000000000000,126.844909,37.537380
占썬끉沅?2aa49aa,2869949.39,2869949.3900000000000000000000000000000,126.844889,37.539634
占썬끉沅?2aa49ab,3377706.10,3377706.1000000000000000000000000000000,126.844869,37.541887
占썬끉沅?2aa49ba,3597450.11,3597450.1099999900000000000000000000000,126.844850,37.544140
占썬끉沅?2aa49bb,3906186.36,3906186.3599999900000000000000000000000,126.844830,37.546393
占썬끉沅?2aa50aa,2622854.39,2622854.3900000000000000000000000000000,126.844810,37.548647
占썬끉沅?2aa50ab,259004.99,259004.9899999990000000000000000000000,126.844791,37.550900
占썬끉沅?2aa50ba,3356081.88,3356081.8799999900000000000000000000000,126.844771,37.553153
占썬끉沅?2aa50bb,358510.60,358510.5999999990000000000000000000000,126.844751,37.555406
占썬끉沅?2aa51aa,5274749.34,5274749.3399999900000000000000000000000,126.844731,37.557660
占썬끉沅?2aa51ab,5767663.11,5767663.1100000000000000000000000000000,126.844712,37.559913
占썬끉沅?2aa51ba,5054066.22,5054066.2199999900000000000000000000000,126.844692,37.562166
占썬끉沅?2aa51bb,5738330.36,5738330.3600000000000000000000000000000,126.844672,37.564419
占썬끉沅?2aa52aa,5398462.93,5398462.9299999900000000000000000000000,126.844652,37.566673
占썬끉沅?2aa52ab,5795818.66,5795818.6600000000000000000000000000000,126.844633,37.568926
占썬끉沅?2aa52ba,6030915.42,6030915.4199999900000000000000000000000,126.844613,37.571179
占썬끉沅?2aa52bb,1716066.21,1716066.2099999900000000000000000000000,126.844593,37.573432
占썬끉沅?2aa53aa,,,126.844573,37.575686
占썬끉沅?2aa53ab,367900.02,367900.0200000000000000000000000000000,126.844554,37.577939
占썬끉沅?2ab47bb,4114454.73,4114454.7299999900000000000000000000000,126.847817,37.528383
占썬끉沅?2ab48aa,6003095.98,6003095.9800000000000000000000000000000,126.847797,37.530636
占썬끉沅?2ab48ab,4893157.24,4893157.2400000000000000000000000000000,126.847778,37.532890
占썬끉沅?2ab48ba,3415403.10,3415403.1000000000000000000000000000000,126.847758,37.535143
占썬끉沅?2ab48bb,2757470.74,2757470.7400000000000000000000000000000,126.847739,37.537396
占썬끉沅?2ab49aa,2537558.70,2537558.7000000000000000000000000000000,126.847719,37.539649
占썬끉沅?2ab49ab,2879856.64,2879856.6400000000000000000000000000000,126.847699,37.541903
占썬끉沅?2ab49ba,3318764.93,3318764.9300000000000000000000000000000,126.847680,37.544156
占썬끉沅?2ab49bb,4125541.16,4125541.1600000000000000000000000000000,126.847660,37.546409
占썬끉沅?2ab50aa,3680045.94,3680045.9399999900000000000000000000000,126.847640,37.548662
占썬끉沅?2ab50ab,4085378.14,4085378.1400000000000000000000000000000,126.847621,37.550916
占썬끉沅?2ab50ba,4121573.68,4121573.6800000000000000000000000000000,126.847601,37.553169
占썬끉沅?2ab50bb,4273404.27,4273404.2699999900000000000000000000000,126.847581,37.555422
占썬끉沅?2ab51aa,4982306.43,4982306.4299999900000000000000000000000,126.847562,37.557675
占썬끉沅?2ab51ab,5862501.88,5862501.8799999900000000000000000000000,126.847542,37.559929
占썬끉沅?2ab51ba,5450302.12,5450302.1200000000000000000000000000000,126.847522,37.562182
占썬끉沅?2ab51bb,6655436.87,6655436.8700000000000000000000000000000,126.847503,37.564435
占썬끉沅?2ab52aa,4848455.49,4848455.4900000000000000000000000000000,126.847483,37.566688
占썬끉沅?2ab52ab,4643379.59,4643379.5899999900000000000000000000000,126.847464,37.568942
占썬끉沅?2ab52ba,5957608.09,5957608.0899999900000000000000000000000,126.847444,37.571195
占썬끉沅?2ab52bb,367900.61,367900.6099999990000000000000000000000,126.847424,37.573448
占썬끉沅?2ab53aa,367899.99,367899.9899999990000000000000000000000,126.847405,37.575701
占썬끉沅?2ab53ab,,,126.847385,37.577954
占썬끉沅?2ba47bb,3474709.90,3474709.8999999900000000000000000000000,126.850646,37.528399
占썬끉沅?2ba48aa,3937103.92,3937103.9199999900000000000000000000000,126.850627,37.530652
占썬끉沅?2ba48ab,3028831.10,3028831.1000000000000000000000000000000,126.850607,37.532905
占썬끉沅?2ba48ba,2516424.69,2516424.6899999900000000000000000000000,126.850588,37.535158
占썬끉沅?2ba48bb,2059540.48,2059540.4799999900000000000000000000000,126.850568,37.537412
占썬끉沅?2ba49aa,2085731.99,2085731.9899999900000000000000000000000,126.850549,37.539665
占썬끉沅?2ba49ab,2006883.96,2006883.9599999900000000000000000000000,126.850529,37.541918
占썬끉沅?2ba49ba,1157448.77,1157448.7700000000000000000000000000000,126.850509,37.544171
占썬끉沅?2ba49bb,2637094.71,2637094.7099999900000000000000000000000,126.850490,37.546425
占썬끉沅?2ba50aa,3265079.86,3265079.8599999900000000000000000000000,126.850470,37.548678
占썬끉沅?2ba50ab,5035363.35,5035363.3499999900000000000000000000000,126.850451,37.550931
占썬끉沅?2ba50ba,5563754.20,5563754.2000000000000000000000000000000,126.850431,37.553184
占썬끉沅?2ba50bb,4709646.32,4709646.3200000000000000000000000000000,126.850412,37.555438
占썬끉沅?2ba51aa,3481845.88,3481845.8799999900000000000000000000000,126.850392,37.557691
占썬끉沅?2ba51ab,5231832.19,5231832.1900000000000000000000000000000,126.850373,37.559944
占썬끉沅?2ba51ba,5409479.24,5409479.2400000000000000000000000000000,126.850353,37.562197
占썬끉沅?2ba51bb,5638036.76,5638036.7599999900000000000000000000000,126.850333,37.564451
占썬끉沅?2ba52aa,5308656.12,5308656.1200000000000000000000000000000,126.850314,37.566704
占썬끉沅?2ba52ab,1028711.19,1028711.1899999900000000000000000000000,126.850294,37.568957
占썬끉沅?2ba52ba,367900.01,367900.0100000000000000000000000000000,126.850275,37.571210
占썬끉沅?2ba52bb,367899.99,367899.9899999990000000000000000000000,126.850255,37.573464
占썬끉沅?2ba53aa,,,126.850236,37.575717
占썬끉沅?2bb47bb,3305999.54,3305999.5400000000000000000000000000000,126.853476,37.528414
占썬끉沅?2bb48aa,3715584.82,3715584.8199999900000000000000000000000,126.853456,37.530667
占썬끉沅?2bb48ab,3022013.11,3022013.1099999900000000000000000000000,126.853437,37.532921
占썬끉沅?2bb48ba,2765185.48,2765185.4799999900000000000000000000000,126.853417,37.535174
占썬끉沅?2bb48bb,1181220.77,1181220.7700000000000000000000000000000,126.853398,37.537427
占썬끉沅?2bb49aa,308990.68,308990.6799999990000000000000000000000,126.853378,37.539680
占썬끉沅?2bb49ab,319087.26,319087.2600000000000000000000000000000,126.853359,37.541934
占썬끉沅?2bb49ba,117718.08,117718.0800000000000000000000000000000,126.853339,37.544187
占썬끉沅?2bb49bb,757928.53,757928.5300000000000000000000000000000,126.853320,37.546440
占썬끉沅?2bb50aa,2304127.40,2304127.3999999900000000000000000000000,126.853300,37.548693
占썬끉沅?2bb50ab,2500867.14,2500867.1400000000000000000000000000000,126.853281,37.550947
占썬끉沅?2bb50ba,4596800.91,4596800.9100000000000000000000000000000,126.853261,37.553200
占썬끉沅?2bb50bb,4677779.10,4677779.0999999900000000000000000000000,126.853242,37.555453
占썬끉沅?2bb51aa,4978595.86,4978595.8600000000000000000000000000000,126.853223,37.557706
占썬끉沅?2bb51ab,2157442.82,2157442.8199999900000000000000000000000,126.853203,37.559960
占썬끉沅?2bb51ba,6560175.50,6560175.5000000000000000000000000000000,126.853184,37.562213
占썬끉沅?2bb51bb,5541399.32,5541399.3200000000000000000000000000000,126.853164,37.564466
