gid,constructurearea_lbl,constructurearea_val,경도,위도
占썬끉沅?0ba50bb,556.74,556.7400000000000000000000000000000,126.827770,37.555311
占썬끉沅?0ba51aa,921.48,921.4800000000000000000000000000000,126.827749,37.557564
占썬끉沅?0ba51ab,1809.85,1809.8499999999900000000000000000000,126.827729,37.559817
占썬끉沅?0ba51ba,1596.68,1596.6800000000000000000000000000000,126.827709,37.562071
占썬끉沅?0ba51bb,,,126.827689,37.564324
占썬끉沅?0ba52aa,3311.92,3311.9200000000000000000000000000000,126.827668,37.566577
占썬끉沅?0ba52ab,2941.32,2941.3200000000000000000000000000000,126.827648,37.568830
占썬끉沅?0ba52ba,6570.90,6570.8999999999900000000000000000000,126.827628,37.571084
占썬끉沅?0ba52bb,,,126.827608,37.573337
占썬끉沅?0ba53aa,,,126.827587,37.575590
占썬끉沅?0ba53ab,,,126.827567,37.577843
占썬끉沅?0ba53ba,,,126.827547,37.580096
占썬끉沅?0ba53bb,,,126.827526,37.582350
占썬끉沅?0ba54aa,,,126.827506,37.584603
占썬끉沅?0ba54ab,,,126.827486,37.586856
占썬끉沅?0ba54ba,,,126.827466,37.589109
占썬끉沅?0bb49ab,55058.93,55058.9300000000000000000000000000000,126.830721,37.541808
占썬끉沅?0bb49ba,489.17,489.1700000000000000000000000000000,126.830701,37.544061
占썬끉沅?0bb49bb,592.62,592.6200000000000000000000000000000,126.830680,37.546314
占썬끉沅?0bb50aa,791.32,791.3200000000000000000000000000000,126.830660,37.548567
占썬끉沅?0bb50ab,210.52,210.5200000000000000000000000000000,126.830640,37.550820
占썬끉沅?0bb50ba,199.09,199.0900000000000000000000000000000,126.830620,37.553074
占썬끉沅?0bb50bb,426.45,426.4499999999990000000000000000000,126.830600,37.555327
占썬끉沅?0bb51aa,1295.13,1295.1300000000000000000000000000000,126.830580,37.557580
占썬끉沅?0bb51ab,1567.33,1567.3299999999900000000000000000000,126.830559,37.559833
占썬끉沅?0bb51ba,3771.62,3771.6199999999900000000000000000000,126.830539,37.562087
占썬끉沅?0bb51bb,4215.43,4215.4300000000000000000000000000000,126.830519,37.564340
占썬끉沅?0bb52aa,454.57,454.5699999999990000000000000000000,126.830499,37.566593
占썬끉沅?0bb52ab,593.68,593.6799999999990000000000000000000,126.830479,37.568846
占썬끉沅?0bb52ba,,,126.830459,37.571100
占썬끉沅?0bb52bb,123.08,123.0799999999990000000000000000000,126.830438,37.573353
占썬끉沅?0bb53aa,,,126.830418,37.575606
占썬끉沅?0bb53ab,,,126.830398,37.577859
占썬끉沅?0bb53ba,,,126.830378,37.580113
占썬끉沅?0bb53bb,,,126.830358,37.582366
占썬끉沅?0bb54aa,,,126.830338,37.584619
占썬끉沅?0bb54ab,,,126.830317,37.586872
占썬끉沅?1aa48ba,85.89,85.8900000000000000000000000000000,126.833611,37.535064
占썬끉沅?1aa48bb,164.03,164.0300000000000000000000000000000,126.833591,37.537317
占썬끉沅?1aa49aa,123.41,123.4099999999990000000000000000000,126.833570,37.539570
占썬끉沅?1aa49ab,136.80,136.8000000000000000000000000000000,126.833550,37.541824
占썬끉沅?1aa49ba,151.12,151.1200000000000000000000000000000,126.833530,37.544077
占썬끉沅?1aa49bb,2281.81,2281.8099999999900000000000000000000,126.833510,37.546330
占썬끉沅?1aa50aa,218.22,218.2199999999990000000000000000000,126.833490,37.548583
占썬끉沅?1aa50ab,146.28,146.2800000000000000000000000000000,126.833470,37.550837
占썬끉沅?1aa50ba,230.76,230.7599999999990000000000000000000,126.833450,37.553090
占썬끉沅?1aa50bb,67.30,67.2999999999999000000000000000000,126.833430,37.555343
占썬끉沅?1aa51aa,920.31,920.3099999999990000000000000000000,126.833410,37.557596
占썬끉沅?1aa51ab,1274.60,1274.5999999999900000000000000000000,126.833390,37.559849
占썬끉沅?1aa51ba,4712.86,4712.8599999999900000000000000000000,126.833370,37.562103
占썬끉沅?1aa51bb,1712.89,1712.8900000000000000000000000000000,126.833350,37.564356
占썬끉沅?1aa52aa,211.01,211.0099999999990000000000000000000,126.833330,37.566609
占썬끉沅?1aa52ab,287.28,287.2799999999990000000000000000000,126.833310,37.568862
占썬끉沅?1aa52ba,305.08,305.0799999999990000000000000000000,126.833290,37.571116
占썬끉沅?1aa52bb,2828.05,2828.0500000000000000000000000000000,126.833269,37.573369
占썬끉沅?1aa53aa,,,126.833249,37.575622
占썬끉沅?1aa53ab,659.40,659.3999999999990000000000000000000,126.833229,37.577875
占썬끉沅?1aa53ba,,,126.833209,37.580129
占썬끉沅?1aa53bb,,,126.833189,37.582382
占썬끉沅?1aa54aa,,,126.833169,37.584635
占썬끉沅?1aa54ab,,,126.833149,37.586888
占썬끉沅?1ab48aa,195.75,195.7500000000000000000000000000000,126.836480,37.530573
占썬끉沅?1ab48ab,161.93,161.9300000000000000000000000000000,126.836460,37.532826
占썬끉沅?1ab48ba,169.31,169.3100000000000000000000000000000,126.836440,37.535080
占썬끉沅?1ab48bb,123.32,123.3199999999990000000000000000000,126.836420,37.537333
占썬끉沅?1ab49aa,133.54,133.5399999999990000000000000000000,126.836400,37.539586
占썬끉沅?1ab49ab,104.06,104.0600000000000000000000000000000,126.836380,37.541839
占썬끉沅?1ab49ba,151.01,151.0099999999990000000000000000000,126.836360,37.544093
占썬끉沅?1ab49bb,254.24,254.2400000000000000000000000000000,126.836340,37.546346
占썬끉沅?1ab50aa,306.51,306.5099999999990000000000000000000,126.836320,37.548599
占썬끉沅?1ab50ab,196.72,196.7199999999990000000000000000000,126.836300,37.550852
占썬끉沅?1ab50ba,188.27,188.2700000000000000000000000000000,126.836280,37.553106
占썬끉沅?1ab50bb,513.05,513.0499999999990000000000000000000,126.836260,37.555359
占썬끉沅?1ab51aa,2917.19,2917.1900000000000000000000000000000,126.836240,37.557612
占썬끉沅?1ab51ab,1424.08,1424.0799999999900000000000000000000,126.836220,37.559865
占썬끉沅?1ab51ba,806.74,806.7400000000000000000000000000000,126.836200,37.562119
占썬끉沅?1ab51bb,1345.73,1345.7300000000000000000000000000000,126.836180,37.564372
占썬끉沅?1ab52aa,596.65,596.6499999999990000000000000000000,126.836160,37.566625
占썬끉沅?1ab52ab,6207.33,6207.3299999999900000000000000000000,126.836140,37.568878
占썬끉沅?1ab52ba,828.86,828.8599999999990000000000000000000,126.836120,37.571132
占썬끉沅?1ab52bb,167.39,167.3899999999990000000000000000000,126.836100,37.573385
占썬끉沅?1ab53aa,241.57,241.5699999999990000000000000000000,126.836080,37.575638
占썬끉沅?1ab53ab,,,126.836060,37.577891
占썬끉沅?1ab53ba,,,126.836040,37.580145
占썬끉沅?1ab53bb,,,126.836020,37.582398
占썬끉沅?1ab54aa,,,126.836000,37.584651
占썬끉沅?1ba47ba,208.05,208.0500000000000000000000000000000,126.839349,37.526083
占썬끉沅?1ba47bb,124.39,124.3900000000000000000000000000000,126.839329,37.528336
占썬끉沅?1ba48aa,139.14,139.1399999999990000000000000000000,126.839309,37.530589
占썬끉沅?1ba48ab,133.50,133.5000000000000000000000000000000,126.839289,37.532842
占썬끉沅?1ba48ba,130.93,130.9300000000000000000000000000000,126.839270,37.535096
占썬끉沅?1ba48bb,123.81,123.8100000000000000000000000000000,126.839250,37.537349
占썬끉沅?1ba49aa,135.82,135.8199999999990000000000000000000,126.839230,37.539602
占썬끉沅?1ba49ab,184.80,184.8000000000000000000000000000000,126.839210,37.541855
占썬끉沅?1ba49ba,145.39,145.3899999999990000000000000000000,126.839190,37.544109
占썬끉沅?1ba49bb,568.40,568.3999999999990000000000000000000,126.839170,37.546362
占썬끉沅?1ba50aa,538.82,538.8200000000000000000000000000000,126.839150,37.548615
占썬끉沅?1ba50ab,426.42,426.4200000000000000000000000000000,126.839130,37.550868
占썬끉沅?1ba50ba,165.56,165.5600000000000000000000000000000,126.839110,37.553122
占썬끉沅?1ba50bb,224.64,224.6399999999990000000000000000000,126.839091,37.555375
占썬끉沅?1ba51aa,444.68,444.6800000000000000000000000000000,126.839071,37.557628
占썬끉沅?1ba51ab,572.97,572.9700000000000000000000000000000,126.839051,37.559881
占썬끉沅?1ba51ba,583.19,583.1900000000000000000000000000000,126.839031,37.562135
占썬끉沅?1ba51bb,1231.92,1231.9200000000000000000000000000000,126.839011,37.564388
占썬끉沅?1ba52aa,872.89,872.8899999999990000000000000000000,126.838991,37.566641
占썬끉沅?1ba52ab,2329.65,2329.6500000000000000000000000000000,126.838971,37.568894
占썬끉沅?1ba52ba,216.18,216.1800000000000000000000000000000,126.838951,37.571148
占썬끉沅?1ba52bb,243.43,243.4300000000000000000000000000000,126.838931,37.573401
占썬끉沅?1ba53aa,418.02,418.0199999999990000000000000000000,126.838911,37.575654
占썬끉沅?1ba53ab,,,126.838891,37.577907
占썬끉沅?1ba53ba,,,126.838872,37.580160
占썬끉沅?1ba53bb,,,126.838852,37.582414
占썬끉沅?1bb47ba,240.87,240.8700000000000000000000000000000,126.842178,37.526098
占썬끉沅?1bb47bb,164.77,164.7700000000000000000000000000000,126.842158,37.528352
占썬끉沅?1bb48aa,156.03,156.0300000000000000000000000000000,126.842139,37.530605
占썬끉沅?1bb48ab,124.03,124.0300000000000000000000000000000,126.842119,37.532858
占썬끉沅?1bb48ba,141.81,141.8100000000000000000000000000000,126.842099,37.535111
占썬끉沅?1bb48bb,127.36,127.3599999999990000000000000000000,126.842079,37.537365
占썬끉沅?1bb49aa,1058.35,1058.3499999999900000000000000000000,126.842060,37.539618
占썬끉沅?1bb49ab,162.01,162.0099999999990000000000000000000,126.842040,37.541871
占썬끉沅?1bb49ba,110.37,110.3700000000000000000000000000000,126.842020,37.544124
占썬끉沅?1bb49bb,239.99,239.9900000000000000000000000000000,126.842000,37.546378
占썬끉沅?1bb50aa,251.23,251.2299999999990000000000000000000,126.841980,37.548631
占썬끉沅?1bb50ab,,,126.841960,37.550884
占썬끉沅?1bb50ba,252.12,252.1200000000000000000000000000000,126.841941,37.553137
占썬끉沅?1bb50bb,294.36,294.3600000000000000000000000000000,126.841921,37.555391
占썬끉沅?1bb51aa,252.44,252.4399999999990000000000000000000,126.841901,37.557644
占썬끉沅?1bb51ab,1466.15,1466.1500000000000000000000000000000,126.841881,37.559897
占썬끉沅?1bb51ba,2125.15,2125.1500000000000000000000000000000,126.841861,37.562150
占썬끉沅?1bb51bb,445.85,445.8500000000000000000000000000000,126.841842,37.564404
占썬끉沅?1bb52aa,432.61,432.6100000000000000000000000000000,126.841822,37.566657
占썬끉沅?1bb52ab,160.11,160.1100000000000000000000000000000,126.841802,37.568910
占썬끉沅?1bb52ba,1074.02,1074.0199999999900000000000000000000,126.841782,37.571163
占썬끉沅?1bb52bb,169.93,169.9300000000000000000000000000000,126.841762,37.573417
占썬끉沅?1bb53aa,,,126.841742,37.575670
占썬끉沅?1bb53ab,,,126.841723,37.577923
占썬끉沅?1bb53ba,,,126.841703,37.580176
占썬끉沅?2aa47ba,,,126.845007,37.526114
占썬끉沅?2aa47bb,135.19,135.1899999999990000000000000000000,126.844988,37.528367
占썬끉沅?2aa48aa,179.89,179.8899999999990000000000000000000,126.844968,37.530621
占썬끉沅?2aa48ab,152.09,152.0900000000000000000000000000000,126.844948,37.532874
占썬끉沅?2aa48ba,249.00,249.0000000000000000000000000000000,126.844929,37.535127
占썬끉沅?2aa48bb,177.04,177.0399999999990000000000000000000,126.844909,37.537380
占썬끉沅?2aa49aa,131.10,131.0999999999990000000000000000000,126.844889,37.539634
占썬끉沅?2aa49ab,141.69,141.6899999999990000000000000000000,126.844869,37.541887
占썬끉沅?2aa49ba,146.63,146.6299999999990000000000000000000,126.844850,37.544140
占썬끉沅?2aa49bb,139.83,139.8300000000000000000000000000000,126.844830,37.546393
占썬끉沅?2aa50aa,139.79,139.7899999999990000000000000000000,126.844810,37.548647
占썬끉沅?2aa50ab,169.37,169.3700000000000000000000000000000,126.844791,37.550900
占썬끉沅?2aa50ba,415.65,415.6499999999990000000000000000000,126.844771,37.553153
占썬끉沅?2aa50bb,156.01,156.0099999999990000000000000000000,126.844751,37.555406
占썬끉沅?2aa51aa,220.49,220.4900000000000000000000000000000,126.844731,37.557660
占썬끉沅?2aa51ab,1477.63,1477.6300000000000000000000000000000,126.844712,37.559913
占썬끉沅?2aa51ba,2402.44,2402.4400000000000000000000000000000,126.844692,37.562166
占썬끉沅?2aa51bb,1960.41,1960.4100000000000000000000000000000,126.844672,37.564419
占썬끉沅?2aa52aa,787.52,787.5199999999990000000000000000000,126.844652,37.566673
占썬끉沅?2aa52ab,1188.48,1188.4800000000000000000000000000000,126.844633,37.568926
占썬끉沅?2aa52ba,4984.27,4984.2700000000000000000000000000000,126.844613,37.571179
占썬끉沅?2aa52bb,2372.38,2372.3800000000000000000000000000000,126.844593,37.573432
占썬끉沅?2aa53aa,,,126.844573,37.575686
占썬끉沅?2aa53ab,,,126.844554,37.577939
占썬끉沅?2ab47bb,179.76,179.7599999999990000000000000000000,126.847817,37.528383
占썬끉沅?2ab48aa,168.85,168.8499999999990000000000000000000,126.847797,37.530636
占썬끉沅?2ab48ab,137.28,137.2800000000000000000000000000000,126.847778,37.532890
占썬끉沅?2ab48ba,119.16,119.1599999999990000000000000000000,126.847758,37.535143
占썬끉沅?2ab48bb,112.03,112.0300000000000000000000000000000,126.847739,37.537396
占썬끉沅?2ab49aa,137.38,137.3799999999990000000000000000000,126.847719,37.539649
占썬끉沅?2ab49ab,113.01,113.0100000000000000000000000000000,126.847699,37.541903
占썬끉沅?2ab49ba,171.56,171.5600000000000000000000000000000,126.847680,37.544156
占썬끉沅?2ab49bb,135.47,135.4699999999990000000000000000000,126.847660,37.546409
占썬끉沅?2ab50aa,161.01,161.0099999999990000000000000000000,126.847640,37.548662
占썬끉沅?2ab50ab,134.40,134.3999999999990000000000000000000,126.847621,37.550916
占썬끉沅?2ab50ba,174.87,174.8700000000000000000000000000000,126.847601,37.553169
占썬끉沅?2ab50bb,288.22,288.2200000000000000000000000000000,126.847581,37.555422
占썬끉沅?2ab51aa,598.82,598.8200000000000000000000000000000,126.847562,37.557675
占썬끉沅?2ab51ab,2478.31,2478.3099999999900000000000000000000,126.847542,37.559929
占썬끉沅?2ab51ba,3446.76,3446.7600000000000000000000000000000,126.847522,37.562182
占썬끉沅?2ab51bb,2057.99,2057.9899999999900000000000000000000,126.847503,37.564435
占썬끉沅?2ab52aa,11780.68,11780.6800000000000000000000000000000,126.847483,37.566688
占썬끉沅?2ab52ab,771.17,771.1699999999990000000000000000000,126.847464,37.568942
占썬끉沅?2ab52ba,2347.98,2347.9800000000000000000000000000000,126.847444,37.571195
占썬끉沅?2ab52bb,,,126.847424,37.573448
占썬끉沅?2ab53aa,,,126.847405,37.575701
占썬끉沅?2ab53ab,,,126.847385,37.577954
占썬끉沅?2ba47bb,156.74,156.7400000000000000000000000000000,126.850646,37.528399
占썬끉沅?2ba48aa,112.43,112.4300000000000000000000000000000,126.850627,37.530652
占썬끉沅?2ba48ab,130.66,130.6599999999990000000000000000000,126.850607,37.532905
占썬끉沅?2ba48ba,130.70,130.6999999999990000000000000000000,126.850588,37.535158
占썬끉沅?2ba48bb,126.25,126.2500000000000000000000000000000,126.850568,37.537412
占썬끉沅?2ba49aa,126.63,126.6299999999990000000000000000000,126.850549,37.539665
占썬끉沅?2ba49ab,135.18,135.1800000000000000000000000000000,126.850529,37.541918
占썬끉沅?2ba49ba,128.05,128.0500000000000000000000000000000,126.850509,37.544171
占썬끉沅?2ba49bb,108.83,108.8299999999990000000000000000000,126.850490,37.546425
占썬끉沅?2ba50aa,123.33,123.3299999999990000000000000000000,126.850470,37.548678
占썬끉沅?2ba50ab,322.98,322.9800000000000000000000000000000,126.850451,37.550931
占썬끉沅?2ba50ba,186.04,186.0399999999990000000000000000000,126.850431,37.553184
占썬끉沅?2ba50bb,328.07,328.0699999999990000000000000000000,126.850412,37.555438
占썬끉沅?2ba51aa,499.41,499.4100000000000000000000000000000,126.850392,37.557691
占썬끉沅?2ba51ab,590.02,590.0199999999990000000000000000000,126.850373,37.559944
占썬끉沅?2ba51ba,694.59,694.5900000000000000000000000000000,126.850353,37.562197
占썬끉沅?2ba51bb,1566.61,1566.6099999999900000000000000000000,126.850333,37.564451
占썬끉沅?2ba52aa,628.87,628.8700000000000000000000000000000,126.850314,37.566704
占썬끉沅?2ba52ab,802.58,802.5800000000000000000000000000000,126.850294,37.568957
占썬끉沅?2ba52ba,300.25,300.2500000000000000000000000000000,126.850275,37.571210
占썬끉沅?2ba52bb,,,126.850255,37.573464
占썬끉沅?2ba53aa,,,126.850236,37.575717
占썬끉沅?2bb47bb,152.61,152.6100000000000000000000000000000,126.853476,37.528414
占썬끉沅?2bb48aa,112.67,112.6700000000000000000000000000000,126.853456,37.530667
占썬끉沅?2bb48ab,142.23,142.2299999999990000000000000000000,126.853437,37.532921
占썬끉沅?2bb48ba,127.09,127.0900000000000000000000000000000,126.853417,37.535174
占썬끉沅?2bb48bb,166.10,166.0999999999990000000000000000000,126.853398,37.537427
占썬끉沅?2bb49aa,125.62,125.6200000000000000000000000000000,126.853378,37.539680
占썬끉沅?2bb49ab,109.06,109.0600000000000000000000000000000,126.853359,37.541934
占썬끉沅?2bb49ba,,,126.853339,37.544187
占썬끉沅?2bb49bb,124.33,124.3299999999990000000000000000000,126.853320,37.546440
占썬끉沅?2bb50aa,175.39,175.3899999999990000000000000000000,126.853300,37.548693
占썬끉沅?2bb50ab,142.54,142.5399999999990000000000000000000,126.853281,37.550947
占썬끉沅?2bb50ba,144.99,144.9900000000000000000000000000000,126.853261,37.553200
占썬끉沅?2bb50bb,348.36,348.3600000000000000000000000000000,126.853242,37.555453
占썬끉沅?2bb51aa,405.62,405.6200000000000000000000000000000,126.853223,37.557706
占썬끉沅?2bb51ab,795.87,795.8700000000000000000000000000000,126.853203,37.559960
占썬끉沅?2bb51ba,922.71,922.7100000000000000000000000000000,126.853184,37.562213
占썬끉沅?2bb51bb,3427.64,3427.6399999999900000000000000000000,126.853164,37.564466
占썬끉沅?2bb52aa,4385.29,4385.2899999999900000000000000000000,126.853145,37.566719
占썬끉沅?2bb52ab,,,126.853125,37.568973
占썬끉沅?2bb52ba,,,126.853106,37.571226
占썬끉沅?2bb52bb,,,126.853086,37.573479
占썬끉沅?3aa47bb,198.86,198.8600000000000000000000000000000,126.856305,37.528430
占썬끉沅?3aa48aa,113.98,113.9800000000000000000000000000000,126.856285,37.530683
占썬끉沅?3aa48ab,128.37,128.3700000000000000000000000000000,126.856266,37.532936
占썬끉沅?3aa48ba,112.50,112.5000000000000000000000000000000,126.856247,37.535189
占썬끉沅?3aa48bb,197.57,197.5699999999990000000000000000000,126.856227,37.537443
占썬끉沅?3aa49aa,270.33,270.3299999999990000000000000000000,126.856208,37.539696
占썬끉沅?3aa49ab,509.21,509.2099999999990000000000000000000,126.856189,37.541949
占썬끉沅?3aa49ba,,,126.856169,37.544202
占썬끉沅?3aa49bb,393.96,393.9599999999990000000000000000000,126.856150,37.546456
占썬끉沅?3aa50aa,,,126.856130,37.548709
占썬끉沅?3aa50ab,276.57,276.5699999999990000000000000000000,126.856111,37.550962
占썬끉沅?3aa50ba,153.04,153.0399999999990000000000000000000,126.856092,37.553215
占썬끉沅?3aa50bb,214.95,214.9499999999990000000000000000000,126.856072,37.555469
占썬끉沅?3aa51aa,723.24,723.2400000000000000000000000000000,126.856053,37.557722
占썬끉沅?3aa51ab,816.08,816.0800000000000000000000000000000,126.856034,37.559975
占썬끉沅?3aa51ba,758.73,758.7300000000000000000000000000000,126.856014,37.562228
占썬끉沅?3aa51bb,426.61,426.6100000000000000000000000000000,126.855995,37.564482
占썬끉沅?3aa52aa,7017.72,7017.7200000000000000000000000000000,126.855975,37.566735
占썬끉沅?3aa52ab,,,126.855956,37.568988
占썬끉沅?3aa52ba,,,126.855937,37.571241
占썬끉沅?3ab47bb,363.83,363.8299999999990000000000000000000,126.859134,37.528445
占썬끉沅?3ab48aa,132.49,132.4900000000000000000000000000000,126.859115,37.530698
占썬끉沅?3ab48ab,132.15,132.1500000000000000000000000000000,126.859096,37.532951
占썬끉沅?3ab48ba,119.48,119.4800000000000000000000000000000,126.859076,37.535205
占썬끉沅?3ab48bb,119.41,119.4099999999990000000000000000000,126.859057,37.537458
占썬끉沅?3ab49aa,198.75,198.7500000000000000000000000000000,126.859038,37.539711
占썬끉沅?3ab49ab,500.01,500.0099999999990000000000000000000,126.859018,37.541965
占썬끉沅?3ab49ba,287.78,287.7799999999990000000000000000000,126.858999,37.544218
占썬끉沅?3ab49bb,131.08,131.0800000000000000000000000000000,126.858980,37.546471
占썬끉沅?3ab50aa,197.58,197.5800000000000000000000000000000,126.858960,37.548724
占썬끉沅?3ab50ab,116.20,116.2000000000000000000000000000000,126.858941,37.550978
占썬끉沅?3ab50ba,208.12,208.1200000000000000000000000000000,126.858922,37.553231
占썬끉沅?3ab50bb,217.96,217.9600000000000000000000000000000,126.858903,37.555484
占썬끉沅?3ab51aa,994.03,994.0299999999990000000000000000000,126.858883,37.557737
占썬끉沅?3ab51ab,589.35,589.3500000000000000000000000000000,126.858864,37.559991
占썬끉沅?3ab51ba,1604.03,1604.0299999999900000000000000000000,126.858845,37.562244
占썬끉沅?3ab51bb,1900.02,1900.0199999999900000000000000000000,126.858825,37.564497
占썬끉沅?3ab52aa,,,126.858806,37.566750
占썬끉沅?3ab52ab,,,126.858787,37.569004
占썬끉沅?3ba47bb,,,126.861963,37.528460
占썬끉沅?3ba48aa,107.49,107.4899999999990000000000000000000,126.861944,37.530714
占썬끉沅?3ba48ab,143.57,143.5699999999990000000000000000000,126.861925,37.532967
占썬끉沅?3ba48ba,138.75,138.7500000000000000000000000000000,126.861906,37.535220
占썬끉沅?3ba48bb,122.72,122.7199999999990000000000000000000,126.861887,37.537473
占썬끉沅?3ba49aa,749.29,749.2899999999990000000000000000000,126.861867,37.539727
占썬끉沅?3ba49ab,520.66,520.6599999999990000000000000000000,126.861848,37.541980
占썬끉沅?3ba49ba,214.92,214.9199999999990000000000000000000,126.861829,37.544233
占썬끉沅?3ba49bb,152.28,152.2800000000000000000000000000000,126.861810,37.546486
占썬끉沅?3ba50aa,264.86,264.8600000000000000000000000000000,126.861791,37.548740
占썬끉沅?3ba50ab,139.95,139.9499999999990000000000000000000,126.861771,37.550993
占썬끉沅?3ba50ba,175.09,175.0900000000000000000000000000000,126.861752,37.553246
占썬끉沅?3ba50bb,228.35,228.3499999999990000000000000000000,126.861733,37.555499
占썬끉沅?3ba51aa,1620.41,1620.4100000000000000000000000000000,126.861714,37.557753
占썬끉沅?3ba51ab,1150.90,1150.9000000000000000000000000000000,126.861694,37.560006
占썬끉沅?3ba51ba,708.79,708.7899999999990000000000000000000,126.861675,37.562259
占썬끉沅?3ba51bb,,,126.861656,37.564512
占썬끉沅?3ba52aa,,,126.861637,37.566766
占썬끉沅?3bb48aa,313.96,313.9599999999990000000000000000000,126.864773,37.530729
占썬끉沅?3bb48ab,298.68,298.6800000000000000000000000000000,126.864754,37.532982
占썬끉沅?3bb48ba,,,126.864735,37.535235
占썬끉沅?3bb48bb,198.55,198.5500000000000000000000000000000,126.864716,37.537489
占썬끉沅?3bb49aa,343.18,343.1800000000000000000000000000000,126.864697,37.539742
占썬끉沅?3bb49ab,,,126.864678,37.541995
占썬끉沅?3bb50aa,176.10,176.0999999999990000000000000000000,126.864621,37.548755
占썬끉沅?3bb50ab,195.25,195.2500000000000000000000000000000,126.864601,37.551008
占썬끉沅?3bb50ba,178.62,178.6200000000000000000000000000000,126.864582,37.553261
占썬끉沅?3bb50bb,460.49,460.4900000000000000000000000000000,126.864563,37.555515
占썬끉沅?3bb51aa,703.28,703.2799999999990000000000000000000,126.864544,37.557768
占썬끉沅?3bb51ab,1255.77,1255.7699999999900000000000000000000,126.864525,37.560021
占썬끉沅?3bb51ba,74.34,74.3400000000000000000000000000000,126.864506,37.562274
占썬끉沅?3bb51bb,,,126.864487,37.564528
占썬끉沅?4aa50aa,303.87,303.8700000000000000000000000000000,126.867451,37.548770
占썬끉沅?4aa50ab,282.19,282.1899999999990000000000000000000,126.867432,37.551023
占썬끉沅?4aa50ba,327.20,327.1999999999990000000000000000000,126.867412,37.553277
占썬끉沅?4aa50bb,295.96,295.9599999999990000000000000000000,126.867393,37.555530
占썬끉沅?4aa51aa,487.45,487.4499999999990000000000000000000,126.867374,37.557783
占썬끉沅?4aa51ab,48.14,48.1400000000000000000000000000000,126.867355,37.560036
占썬끉沅?4aa51ba,,,126.867336,37.562290
占썬끉沅?4ab49bb,278.14,278.1399999999990000000000000000000,126.870300,37.546532
占썬끉沅?4ab50aa,370.09,370.0899999999990000000000000000000,126.870281,37.548785
占썬끉沅?4ab50ab,229.65,229.6500000000000000000000000000000,126.870262,37.551038
占썬끉沅?4ab50ba,606.18,606.1799999999990000000000000000000,126.870243,37.553292
占썬끉沅?4ab50bb,759.35,759.3500000000000000000000000000000,126.870224,37.555545
占썬끉沅?4ab51aa,1055.63,1055.6300000000000000000000000000000,126.870205,37.557798
占썬끉沅?4ab51ab,,,126.870186,37.560052
占썬끉沅?4ab51ba,,,126.870167,37.562305
占썬끉沅?4ba49bb,416.79,416.7900000000000000000000000000000,126.873130,37.546547
占썬끉沅?4ba50aa,681.95,681.9500000000000000000000000000000,126.873111,37.548800
占썬끉沅?4ba50ab,307.64,307.6399999999990000000000000000000,126.873092,37.551054
占썬끉沅?4ba50ba,373.15,373.1499999999990000000000000000000,126.873073,37.553307
占썬끉沅?4ba50bb,590.85,590.8500000000000000000000000000000,126.873054,37.555560
占썬끉沅?4ba51aa,,,126.873035,37.557813
占썬끉沅?4ba51ab,,,126.873016,37.560067
占썬끉沅?4bb49bb,309.14,309.1399999999990000000000000000000,126.875960,37.546562
占썬끉沅?4bb50aa,263.33,263.3299999999990000000000000000000,126.875941,37.548815
占썬끉沅?4bb50ab,226.91,226.9099999999990000000000000000000,126.875922,37.551069
占썬끉沅?4bb50ba,2379.46,2379.4600000000000000000000000000000,126.875903,37.553322
占썬끉沅?4bb50bb,,,126.875884,37.555575
占썬끉沅?4bb51aa,,,126.875866,37.557828
占썬끉沅?4bb51ab,,,126.875847,37.560082
占썬끉沅?5aa49bb,657.85,657.8500000000000000000000000000000,126.878789,37.546577
占썬끉沅?5aa50aa,496.80,496.8000000000000000000000000000000,126.878771,37.548830
占썬끉沅?5aa50ab,946.34,946.3400000000000000000000000000000,126.878752,37.551083
占썬끉沅?5aa50ba,,,126.878733,37.553337
占썬끉沅?5aa50bb,,,126.878715,37.555590
占썬끉沅?5aa51aa,,,126.878696,37.557843
占썬끉沅?5ab50aa,,,126.881601,37.548845
占썬끉沅?5ab50bb,,,126.881545,37.555605
